117.671891 	72.812661 	-2.328109 	12.812661
117.450184 	72.665015 	-2.549816 	12.665015
117.632325 	74.040217 	-2.367675 	14.040217
117.639907 	74.108694 	-2.360093 	14.108694
117.287147 	72.804171 	-2.712853 	12.804171
117.270248 	73.078889 	-2.729752 	13.078889
117.116436 	72.185559 	-2.883564 	12.185559
117.588572 	73.546833 	-2.411428 	13.546833
117.631383 	73.001965 	-2.368617 	13.001965
117.274259 	72.894285 	-2.725741 	12.894285
117.629595 	73.593468 	-2.370405 	13.593468
117.217377 	72.790746 	-2.782623 	12.790746
117.523710 	72.704490 	-2.476290 	12.704490
117.484115 	73.375740 	-2.515885 	13.375740
117.377334 	73.158752 	-2.622666 	13.158752
117.294337 	73.259247 	-2.705663 	13.259247
117.605683 	72.601447 	-2.394317 	12.601447
117.598763 	74.334782 	-2.401237 	14.334782
117.240625 	72.308804 	-2.759375 	12.308804
117.364984 	73.072316 	-2.635016 	13.072316
117.525943 	72.460990 	-2.474057 	12.460990
117.312617 	72.708480 	-2.687383 	12.708480
117.394185 	73.583258 	-2.605815 	13.583258
117.357989 	72.466068 	-2.642011 	12.466068
117.637667 	73.702059 	-2.362333 	13.702059
117.052227 	72.989329 	-2.947773 	12.989329
