179.390457 	89.359670 	-0.609543 	29.359670
179.451550 	49.083119 	-0.548450 	-10.916881
178.770687 	57.222760 	-1.229313 	-2.777240
179.849362 	89.902175 	-0.150638 	29.902175
180.152159 	88.397859 	0.152159 	28.397859
179.356823 	108.609588 	-0.643177 	48.609588
170.361938 	41.034967 	-9.638062 	-18.965033
179.785117 	41.482475 	-0.214883 	-18.517525
179.446609 	90.725339 	-0.553391 	30.725339
179.766025 	45.419577 	-0.233975 	-14.580423
179.536201 	87.448008 	-0.463799 	27.448008
179.508914 	43.029241 	-0.491086 	-16.970759
178.995636 	48.587951 	-1.004364 	-11.412049
180.555226 	34.466002 	0.555226 	-25.533998
179.674107 	51.635720 	-0.325893 	-8.364280
179.194839 	45.726099 	-0.805161 	-14.273901
180.243647 	89.637826 	0.243647 	29.637826
179.254034 	52.149346 	-0.745966 	-7.850654
179.404989 	86.283256 	-0.595011 	26.283256
180.196224 	50.801973 	0.196224 	-9.198027
178.036837 	89.578497 	-1.963163 	29.578497
