64.412090 	67.387472 	4.412090 	7.387472
65.765187 	67.653607 	5.765187 	7.653607
64.801293 	67.222878 	4.801293 	7.222878
64.066721 	66.646933 	4.066721 	6.646933
65.717248 	67.698563 	5.717248 	7.698563
64.722830 	67.152725 	4.722830 	7.152725
64.652650 	67.327673 	4.652650 	7.327673
66.282939 	68.239175 	6.282939 	8.239175
65.413450 	67.545311 	5.413450 	7.545311
65.466826 	68.151944 	5.466826 	8.151944
66.100751 	68.188629 	6.100751 	8.188629
65.021975 	67.415899 	5.021975 	7.415899
64.493779 	66.744052 	4.493779 	6.744052
64.940023 	67.210891 	4.940023 	7.210891
64.941725 	67.519228 	4.941725 	7.519228
65.377111 	66.789935 	5.377111 	6.789935
65.292854 	67.524390 	5.292854 	7.524390
65.929396 	68.000625 	5.929396 	8.000625
64.828849 	67.292276 	4.828849 	7.292276
65.478434 	67.120997 	5.478434 	7.120997
65.459986 	65.049232 	5.459986 	5.049232
65.171084 	66.973770 	5.171084 	6.973770
65.984689 	67.803042 	5.984689 	7.803042
65.458607 	67.503914 	5.458607 	7.503914
65.616056 	67.597729 	5.616056 	7.597729
65.161675 	66.841668 	5.161675 	6.841668
64.729934 	66.976838 	4.729934 	6.976838
64.925832 	67.009554 	4.925832 	7.009554
65.062492 	64.020465 	5.062492 	4.020465
65.774313 	67.963230 	5.774313 	7.963230
64.915113 	66.891333 	4.915113 	6.891333
65.675996 	67.230882 	5.675996 	7.230882
65.440283 	67.226918 	5.440283 	7.226918
66.121867 	67.652240 	6.121867 	7.652240
65.514430 	67.859059 	5.514430 	7.859059
65.905621 	68.316606 	5.905621 	8.316606
