226.762467 	142.974260 	-13.237533 	22.974260
227.703263 	111.635984 	-12.296737 	-8.364016
225.930890 	117.026643 	-14.069110 	-2.973357
226.718070 	114.385201 	-13.281930 	-5.614799
226.632861 	118.652918 	-13.367139 	-1.347082
229.837294 	114.373582 	-10.162706 	-5.626418
226.566669 	120.216484 	-13.433331 	0.216484
226.107848 	118.128002 	-13.892152 	-1.871998
225.215267 	119.026159 	-14.784733 	-0.973841
227.911568 	113.367857 	-12.088432 	-6.632143
226.405255 	142.130930 	-13.594745 	22.130930
226.833428 	117.478866 	-13.166572 	-2.521134
227.006257 	111.748161 	-12.993743 	-8.251839
226.949380 	114.252902 	-13.050620 	-5.747098
226.446900 	113.498403 	-13.553100 	-6.501597
227.998296 	120.483589 	-12.001704 	0.483589
226.481874 	119.622922 	-13.518126 	-0.377078
226.531533 	115.687223 	-13.468467 	-4.312777
223.261922 	140.675320 	-16.738078 	20.675320
225.324144 	114.179311 	-14.675856 	-5.820689
224.472192 	116.079605 	-15.527808 	-3.920395
226.089512 	114.650684 	-13.910488 	-5.349316
244.828463 	116.643389 	4.828463 	-3.356611
226.835739 	112.544687 	-13.164261 	-7.455313
226.191777 	117.270013 	-13.808223 	-2.729987
226.089813 	118.855450 	-13.910187 	-1.144550
225.571520 	113.384675 	-14.428480 	-6.615325
225.754849 	112.897387 	-14.245151 	-7.102613
222.800384 	111.860636 	-17.199616 	-8.139364
227.529209 	119.276568 	-12.470791 	-0.723432
