174.214732 	83.091360 	-5.785268 	23.091360
173.263834 	72.992287 	-6.736166 	12.992287
173.973473 	143.845307 	-6.026527 	83.845307
174.418871 	102.349959 	-5.581129 	42.349959
174.042546 	93.040765 	-5.957454 	33.040765
174.565987 	76.239621 	-5.434013 	16.239621
173.647352 	79.833712 	-6.352648 	19.833712
173.834161 	130.057140 	-6.165839 	70.057140
174.006109 	100.988920 	-5.993891 	40.988920
173.319831 	126.166698 	-6.680169 	66.166698
173.901067 	10.055449 	-6.098933 	-49.944551
174.041248 	72.951559 	-5.958752 	12.951559
173.121265 	152.557787 	-6.878735 	92.557787
174.393883 	83.684887 	-5.606117 	23.684887
173.947602 	78.923543 	-6.052398 	18.923543
174.231254 	113.375761 	-5.768746 	53.375761
174.002431 	129.291660 	-5.997569 	69.291660
173.422617 	81.773384 	-6.577383 	21.773384
174.014468 	81.073861 	-5.985532 	21.073861
173.570052 	72.908474 	-6.429948 	12.908474
172.910107 	87.378523 	-7.089893 	27.378523
172.271375 	73.847242 	-7.728625 	13.847242
173.935874 	108.580869 	-6.064126 	48.580869
174.067266 	144.423965 	-5.932734 	84.423965
173.428616 	128.492153 	-6.571384 	68.492153
